HD1_l1,HD1_l2,HD1_l3,HD1_l4,HD1_l5,HD1_l6,HD1_l7,HD1_l8,HD1_l9,HD1_l10,A_ion_K,A_ion_Rb,A_ion_Cs,A_ion_MA,A_ion_FA,B_ion_Ca,B_ion_Sr,B_ion_Ba,B_ion_Ge,B_ion_Sn,B_ion_Pb,X_ion_Cl,X_ion_Br,X_ion_I,Pred_Bandgap,Pred_Binding_Energy,Pred_Solvent,True_Solvent
4.9446054,5.0091085,4.182458,10.02212,7.451291,5.552376,10.6514,-2.1998696,8.202275,11.3442335,0.00018834909,0.00022619637,0.009032234,0.00018940806,0.9903639,0.007990363,0.0030476474,0.009606059,0.009845345,0.0093949195,0.9601155,0.61711806,0.38143733,0.0014445983,3.022308,7.8066273,NITRO,DMF
4.9446054,5.0091085,4.182458,10.02212,7.451291,5.552376,10.6514,-2.1998696,8.202275,11.3442335,0.00018834909,0.00022619637,0.009032234,0.00018940806,0.9903639,0.007990363,0.0030476474,0.009606059,0.009845345,0.0093949195,0.9601155,0.61711806,0.38143733,0.0014445983,3.022308,8.370813,NITRO,NMP
4.9446054,5.0091085,4.182458,10.02212,7.451291,5.552376,10.6514,-2.1998696,8.202275,11.3442335,0.00018834909,0.00022619637,0.009032234,0.00018940806,0.9903639,0.007990363,0.0030476474,0.009606059,0.009845345,0.0093949195,0.9601155,0.61711806,0.38143733,0.0014445983,3.022308,7.8514643,NITRO,ACETONE
4.9446054,5.0091085,4.182458,10.02212,7.451291,5.552376,10.6514,-2.1998696,8.202275,11.3442335,0.00018834909,0.00022619637,0.009032234,0.00018940806,0.9903639,0.007990363,0.0030476474,0.009606059,0.009845345,0.0093949195,0.9601155,0.61711806,0.38143733,0.0014445983,3.022308,7.9277387,NITRO,METHA
4.9446054,5.0091085,4.182458,10.02212,7.451291,5.552376,10.6514,-2.1998696,8.202275,11.3442335,0.00018834909,0.00022619637,0.009032234,0.00018940806,0.9903639,0.007990363,0.0030476474,0.009606059,0.009845345,0.0093949195,0.9601155,0.61711806,0.38143733,0.0014445983,3.022308,7.7593894,NITRO,GBL
4.9446054,5.0091085,4.182458,10.02212,7.451291,5.552376,10.6514,-2.1998696,8.202275,11.3442335,0.00018834909,0.00022619637,0.009032234,0.00018940806,0.9903639,0.007990363,0.0030476474,0.009606059,0.009845345,0.0093949195,0.9601155,0.61711806,0.38143733,0.0014445983,3.022308,7.4959807,NITRO,NITRO
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,24.701897,DMF,THTO
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,25.29865,DMSO,DMSO
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,10.399184,GBL,DMF
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,13.686939,METHA,NMP
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,8.284943,GBL,ACETONE
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,8.728275,GBL,METHA
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,7.338728,GBL,GBL
0.02686575,0.042099804,-0.13644263,1.2260375,0.61887723,0.17040478,1.3746563,-1.660466,0.79623944,1.538285,0.00018834915,0.00022620831,0.009030948,0.00018940812,0.9903652,0.008058168,0.0030659633,0.009759533,0.009977106,0.009206438,0.9599328,0.6172562,0.38130915,0.001434686,3.0351975,6.0316076,NITRO,NITRO
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,18.16802,NMP,THTO
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,17.93453,DMF,DMSO
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,11.645058,GBL,DMF
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,14.622573,METHA,NMP
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,11.283292,GBL,ACETONE
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,11.768241,METHA,METHA
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,10.678283,GBL,GBL
-2.5247808,-2.4905448,-2.8542817,0.17016652,-1.1943294,-2.2021997,0.5041636,-6.3167896,-0.7957361,0.8718928,0.00018834886,0.00022621982,0.009029651,0.00018940783,0.99036646,0.008126482,0.003084362,0.009915376,0.010110543,0.009021661,0.9597416,0.6173942,0.38118094,0.0014248425,3.048087,8.789599,NITRO,NITRO
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,11.662455,GBL,THTO
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,10.114581,NITRO,DMSO
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,9.690494,NITRO,DMF
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,11.755808,METHA,NMP
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,9.703511,GBL,ACETONE
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,10.142441,GBL,METHA
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,9.430915,NITRO,GBL
-1.8239254,-1.7651377,-2.325314,2.8036492,0.46063235,-1.2700119,3.3771656,-8.335297,1.1450689,4.008604,0.00018834855,0.0002262313,0.009028354,0.00018940751,0.99036765,0.008195305,0.0031028467,0.010073623,0.010245682,0.008840521,0.95954204,0.61753225,0.38105273,0.0014150653,3.0609763,8.40896,NITRO,NITRO
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,27.530592,DMF,THTO
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,28.092833,DMSO,DMSO
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,11.707143,NITRO,DMF
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,14.54929,METHA,NMP
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,8.923524,GBL,ACETONE
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,9.095632,GBL,METHA
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,7.6870947,GBL,GBL
0.10384972,0.11515111,0.019844308,0.9934556,0.5430336,0.21033418,1.1037085,-1.1478978,0.6746098,1.2250965,0.0001883486,0.00022624325,0.009027073,0.00018940758,0.9903689,0.008264644,0.0031214154,0.0102343075,0.010382529,0.008662941,0.9593342,0.6176702,0.3809245,0.0014053549,3.0738657,6.0061603,NITRO,NITRO
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.320015,NITRO,THTO
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.319806,NITRO,DMSO
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.319821,NITRO,DMF
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.320024,NITRO,NMP
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.31982,NITRO,ACETONE
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.319864,NITRO,METHA
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.319785,NITRO,GBL
40.51299,40.862198,38.29983,68.00161,54.08367,43.803333,71.4084,1.8342749,58.14934,75.159256,0.0001883485,0.00022625498,0.009025781,0.00018940747,0.9903702,0.008334487,0.003140066,0.010397458,0.010521119,0.00848885,0.959118,0.61780804,0.38079622,0.0013957123,3.086755,10.319516,NITRO,NITRO
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,29.025904,THTO,THTO
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,30.044697,DMSO,DMSO
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,13.268052,ACETONE,DMF
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,15.755779,NMP,NMP
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,9.929168,GBL,ACETONE
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,10.07618,METHA,METHA
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,8.38812,GBL,GBL
-0.20702311,-0.19501187,-0.26998633,0.73846054,0.2597467,-0.09385016,0.8556387,-1.5373951,0.39958745,0.9846512,0.00018834838,0.00022626673,0.009024489,0.00018940735,0.9903715,0.008404852,0.0031588005,0.010563119,0.010661461,0.008318185,0.95889354,0.61794585,0.38066798,0.0013861342,3.0996444,6.290958,NITRO,NITRO
-1.7499257,-1.7215002,-1.867791,0.48764676,-0.64527285,-1.4820918,0.76495934,-4.8983717,-0.3143271,1.0702791,0.00018834845,0.00022627866,0.00902321,0.00018940741,0.9903728,0.008475739,0.00317762,0.010731332,0.010803583,0.008150882,0.9586609,0.61808366,0.38053975,0.0013766239,3.1125338,20.79569,NMP,THTO
-1.7499257,-1.7215002,-1.867791,0.48764676,-0.64527285,-1.4820918,0.76495934,-4.8983717,-0.3143271,1.0702791,0.00018834845,0.00022627866,0.00902321,0.00018940741,0.9903728,0.008475739,0.00317762,0.010731332,0.010803583,0.008150882,0.9586609,0.61808366,0.38053975,0.0013766239,3.1125338,21.620295,DMF,DMSO
-1.7499257,-1.7215002,-1.867791,0.48764676,-0.64527285,-1.4820918,0.76495934,-4.8983717,-0.3143271,1.0702791,0.00018834845,0.00022627866,0.00902321,0.00018940741,0.9903728,0.008475739,0.00317762,0.010731332,0.010803583,0.008150882,0.9586609,0.61808366,0.38053975,0.0013766239,3.1125338,12.2357025,ACETONE,DMF
-1.7499257,-1.7215002,-1.867791,0.48764676,-0.64527285,-1.4820918,0.76495934,-4.8983717,-0.3143271,1.0702791,0.00018834845,0.00022627866,0.00902321,0.00018940741,0.9903728,0.008475739,0.00317762,0.010731332,0.010803583,0.008150882,0.9586609,0.61808366,0.38053975,0.0013766239,3.1125338,15.376956,METHA,NMP
-1.7499257,-1.7215002,-1.867791,0.48764676,-0.64527285,-1.4820918,0.76495934,-4.8983717,-0.3143271,1.0702791,0.00018834845,0.00022627866,0.00902321,0.00018940741,0.9903728,0.008475739,0.00317762,0.010731332,0.010803583,0.008150882,0.9586609,0.61808366,0.38053975,0.0013766239,3.1125338,11.468525,METHA,ACETONE
-1.7499257,-1.7215002,-1.867791,0.48764676,-0.64527285,-1.4820918,0.76495934,-4.8983717,-0.3143271,1.0702791,0.00018834845,0.00022627866,0.00902321,0.00018940741,0.9903728,0.008475739,0.00317762,0.010731332,0.010803583,0.008150882,0.9586609,0.61808366,0.38053975,0.0013766239,3.1125338,12.039762,METHA,METHA
-1.7499257,-1.7215002,-1.867791,0.48764676,-0.64527285,-1.4820918,0.76495934,-4.8983717,-0.3143271,1.0702791,0.00018834845,0.00022627866,0.00902321,0.00018940741,0.9903728,0.008475739,0.00317762,0.010731332,0.010803583,0.008150882,0.9586609,0.61808366,0.38053975,0.0013766239,3.1125338,10.729077,GBL,GBL
